experiment,dataset,top_1_acc_diff,top_1_acc_improvement,top_3_acc_diff,top_3_acc_improvement,top_5_acc_diff,top_5_acc_improvement,top_10_acc_diff,top_10_acc_improvement,top_15_acc_diff,top_15_acc_improvement
gpt-4-0125-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.037,0.105,0.045,0.088,0.038,0.093,0.044,0.081,0.036,0.070
gpt-4-0125-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag,0.092,0.050,0.068,0.065,0.075,0.057,0.062,0.063,0.042,0.063
gpt-4-0125-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.070,0.072,0.078,0.055,0.079,0.052,0.072,0.053,0.059,0.047
gpt-4-0125-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.079,0.063,0.081,0.052,0.098,0.033,0.084,0.042,0.064,0.042
gpt-4-0125-preview_0.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.088,0.054,0.091,0.042,0.089,0.042,0.083,0.043,0.064,0.042
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_0.5_zero_shot,0.130,0.051,0.086,0.087,0.080,0.084,0.065,0.084,0.055,0.085
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_0.5_few_shot_1,0.131,0.051,0.085,0.088,0.068,0.096,0.058,0.091,0.048,0.093
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_zero_shot,0.101,0.081,0.101,0.073,0.078,0.086,0.062,0.087,0.054,0.087
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_3,0.072,0.110,0.071,0.102,0.073,0.091,0.063,0.086,0.049,0.092
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_1,0.150,0.032,0.090,0.083,0.076,0.088,0.054,0.095,0.042,0.099
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_5,0.072,0.110,0.071,0.102,0.070,0.095,0.047,0.102,0.040,0.101
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.095,0.087,0.080,0.094,0.069,0.095,0.064,0.085,0.051,0.090
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.0_few_shot_5,0.166,0.015,0.081,0.092,0.068,0.096,0.059,0.090,0.050,0.091
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.0_rag,0.150,0.032,0.083,0.091,0.074,0.090,0.061,0.088,0.048,0.093
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.0_rag_few_shot_1,0.135,0.047,0.100,0.073,0.074,0.091,0.068,0.081,0.056,0.085
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_zero_shot,0.159,0.023,0.094,0.080,0.076,0.088,0.060,0.089,0.054,0.087
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_few_shot_3,0.205,-0.023,0.107,0.066,0.081,0.083,0.069,0.080,0.054,0.086
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_few_shot_1,0.153,0.028,0.086,0.087,0.059,0.105,0.050,0.098,0.052,0.089
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_few_shot_5,0.142,0.040,0.083,0.091,0.079,0.085,0.061,0.088,0.056,0.085
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag,0.302,-0.120,0.150,0.023,0.124,0.041,0.100,0.049,0.072,0.068
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_3,0.081,0.101,0.065,0.109,0.061,0.103,0.057,0.092,0.047,0.094
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_1,0.095,0.087,0.062,0.111,0.067,0.097,0.054,0.095,0.047,0.094
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_5,0.088,0.094,0.080,0.094,0.076,0.088,0.054,0.094,0.045,0.095
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_zero_shot,0.035,0.147,0.031,0.143,0.039,0.126,0.036,0.113,0.040,0.100
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_3,0.119,0.063,0.082,0.091,0.068,0.096,0.053,0.096,0.046,0.095
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_1,0.088,0.094,0.058,0.116,0.064,0.101,0.059,0.089,0.052,0.088
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.037,0.144,0.040,0.134,0.050,0.114,0.044,0.105,0.038,0.103
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag,0.256,-0.075,0.136,0.037,0.103,0.061,0.082,0.067,0.062,0.079
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.073,0.108,0.057,0.116,0.061,0.104,0.050,0.099,0.047,0.094
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.105,0.077,0.071,0.102,0.085,0.079,0.068,0.081,0.056,0.084
gpt-4-0125-preview_1.0_rag_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.092,0.089,0.061,0.112,0.078,0.086,0.066,0.083,0.049,0.091
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.105,0.012,0.109,0.008,0.096,0.020,0.083,0.023,0.074,0.025
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.116,0.001,0.101,0.016,0.077,0.038,0.067,0.039,0.063,0.036
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.095,0.022,0.080,0.037,0.083,0.032,0.086,0.020,0.081,0.018
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.124,-0.007,0.087,0.030,0.083,0.032,0.067,0.040,0.063,0.036
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.140,-0.023,0.103,0.014,0.084,0.031,0.068,0.038,0.061,0.038
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.129,-0.012,0.100,0.017,0.095,0.021,0.072,0.034,0.064,0.035
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.082,0.036,0.070,0.047,0.068,0.047,0.069,0.037,0.067,0.032
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.140,-0.023,0.088,0.029,0.070,0.046,0.055,0.051,0.059,0.040
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.0_rag,0.042,0.075,0.058,0.059,0.054,0.062,0.062,0.045,0.061,0.038
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.014,0.103,0.055,0.062,0.054,0.061,0.053,0.053,0.062,0.036
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.102,0.015,0.072,0.045,0.065,0.050,0.049,0.057,0.054,0.045
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.140,-0.023,0.094,0.023,0.075,0.040,0.058,0.048,0.052,0.047
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.126,-0.008,0.077,0.040,0.058,0.058,0.052,0.054,0.054,0.044
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.139,-0.022,0.082,0.035,0.068,0.048,0.058,0.048,0.056,0.043
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag,0.041,0.076,0.031,0.086,0.035,0.080,0.053,0.053,0.072,0.027
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.052,0.066,0.067,0.050,0.058,0.057,0.063,0.043,0.066,0.033
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.026,0.091,0.048,0.069,0.052,0.063,0.062,0.045,0.069,0.030
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.028,0.089,0.060,0.057,0.061,0.054,0.066,0.040,0.067,0.032
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.058,0.059,0.024,0.093,0.037,0.078,0.034,0.072,0.039,0.059
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.112,0.005,0.076,0.041,0.066,0.049,0.053,0.053,0.050,0.049
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.074,0.043,0.059,0.058,0.051,0.065,0.055,0.051,0.051,0.048
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.047,0.070,0.027,0.090,0.032,0.083,0.028,0.079,0.041,0.058
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.029,0.088,0.047,0.069,0.051,0.064,0.055,0.052,0.056,0.042
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.028,0.089,0.060,0.057,0.051,0.065,0.056,0.050,0.058,0.041
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.014,0.103,0.048,0.069,0.059,0.056,0.065,0.041,0.063,0.036
gpt-4-0125-preview_0.5_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.058,0.060,0.050,0.067,0.059,0.056,0.068,0.038,0.067,0.032
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.112,0.050,0.121,0.038,0.115,0.037,0.071,0.036,0.045,0.039
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.102,0.060,0.108,0.051,0.094,0.058,0.053,0.054,0.028,0.056
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.121,0.041,0.133,0.026,0.132,0.020,0.078,0.029,0.053,0.031
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.158,0.005,0.131,0.028,0.112,0.039,0.066,0.041,0.042,0.042
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.110,0.052,0.112,0.047,0.106,0.046,0.064,0.044,0.038,0.046
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.122,0.040,0.116,0.043,0.114,0.038,0.067,0.040,0.042,0.042
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.116,0.047,0.109,0.050,0.102,0.050,0.060,0.047,0.040,0.043
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.118,0.044,0.107,0.052,0.107,0.045,0.066,0.042,0.045,0.039
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag,0.106,0.056,0.100,0.059,0.093,0.059,0.060,0.048,0.043,0.041
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.123,0.039,0.109,0.050,0.105,0.047,0.062,0.045,0.039,0.045
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.067,0.095,0.078,0.081,0.092,0.060,0.057,0.051,0.036,0.048
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.108,0.055,0.114,0.045,0.112,0.040,0.069,0.038,0.042,0.041
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.097,0.065,0.091,0.068,0.107,0.045,0.066,0.041,0.042,0.042
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.122,0.040,0.120,0.039,0.118,0.033,0.071,0.036,0.047,0.037
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag,0.099,0.063,0.082,0.077,0.088,0.064,0.059,0.048,0.042,0.042
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.122,0.041,0.110,0.049,0.106,0.046,0.064,0.044,0.040,0.044
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.116,0.046,0.109,0.050,0.103,0.048,0.058,0.049,0.039,0.045
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.122,0.041,0.105,0.054,0.103,0.049,0.062,0.045,0.039,0.045
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.051,0.111,0.054,0.105,0.099,0.053,0.058,0.049,0.038,0.046
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.108,0.054,0.104,0.055,0.105,0.047,0.063,0.044,0.038,0.046
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.095,0.067,0.088,0.071,0.094,0.058,0.061,0.047,0.044,0.040
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.050,0.113,0.071,0.088,0.086,0.066,0.052,0.055,0.034,0.050
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.130,0.032,0.104,0.055,0.100,0.052,0.067,0.040,0.048,0.036
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.097,0.065,0.085,0.074,0.091,0.061,0.065,0.042,0.040,0.044
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.106,0.056,0.097,0.062,0.096,0.056,0.061,0.046,0.042,0.042
gpt-4-0125-preview_0.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.101,0.061,0.099,0.060,0.101,0.051,0.067,0.041,0.042,0.042
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.235,-0.001,0.192,0.021,0.160,0.040,0.121,0.032,0.087,0.036
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.176,0.058,0.105,0.108,0.095,0.105,0.062,0.090,0.044,0.079
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.148,0.086,0.189,0.023,0.183,0.017,0.164,-0.011,0.135,-0.011
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.121,0.113,0.111,0.102,0.095,0.105,0.069,0.084,0.067,0.057
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.130,0.104,0.103,0.110,0.108,0.092,0.075,0.077,0.052,0.071
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.083,0.151,0.088,0.125,0.088,0.112,0.058,0.095,0.057,0.067
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.160,0.074,0.116,0.097,0.114,0.086,0.073,0.079,0.060,0.064
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.031,0.203,0.046,0.167,0.067,0.133,0.073,0.080,0.089,0.035
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag,0.082,0.152,0.105,0.108,0.095,0.105,0.059,0.094,0.073,0.051
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.157,0.077,0.161,0.052,0.136,0.064,0.080,0.073,0.059,0.065
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.069,0.165,0.084,0.129,0.098,0.102,0.064,0.089,0.063,0.061
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.081,0.153,0.075,0.138,0.120,0.080,0.089,0.064,0.089,0.035
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.029,0.205,0.046,0.167,0.076,0.124,0.067,0.085,0.086,0.038
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.087,0.147,0.053,0.160,0.076,0.124,0.060,0.092,0.083,0.040
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag,0.151,0.083,0.141,0.072,0.110,0.091,0.072,0.080,0.060,0.063
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.186,0.048,0.140,0.073,0.128,0.072,0.083,0.070,0.066,0.058
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.133,0.101,0.121,0.092,0.119,0.081,0.071,0.082,0.057,0.067
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.198,0.036,0.168,0.044,0.134,0.066,0.079,0.074,0.059,0.065
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.013,0.221,0.037,0.176,0.043,0.157,0.043,0.110,0.056,0.068
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.051,0.183,0.052,0.161,0.082,0.118,0.062,0.091,0.071,0.053
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.036,0.198,0.054,0.159,0.049,0.151,0.055,0.098,0.070,0.054
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.019,0.215,0.027,0.186,0.069,0.131,0.072,0.081,0.095,0.028
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.141,0.093,0.121,0.092,0.100,0.100,0.068,0.085,0.055,0.069
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.186,0.048,0.125,0.088,0.097,0.103,0.065,0.087,0.051,0.072
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.218,0.016,0.125,0.088,0.122,0.079,0.080,0.073,0.063,0.061
gpt-4-0125-preview_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.133,0.100,0.114,0.099,0.113,0.087,0.085,0.068,0.083,0.041
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.036,0.088,0.044,0.069,0.054,0.055,0.055,0.045,0.048,0.042
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.132,-0.009,0.062,0.051,0.067,0.042,0.062,0.038,0.053,0.036
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.097,0.027,0.067,0.046,0.062,0.047,0.055,0.045,0.045,0.044
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.038,0.085,0.050,0.063,0.054,0.056,0.053,0.046,0.046,0.044
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.106,0.018,0.077,0.036,0.058,0.052,0.056,0.043,0.046,0.044
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.072,0.051,0.054,0.059,0.064,0.046,0.058,0.042,0.047,0.042
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.088,0.035,0.081,0.032,0.079,0.030,0.072,0.027,0.055,0.034
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.155,-0.031,0.110,0.003,0.097,0.012,0.088,0.011,0.070,0.019
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.053,0.071,0.063,0.050,0.071,0.038,0.063,0.037,0.044,0.045
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.071,0.052,0.087,0.026,0.085,0.024,0.087,0.013,0.059,0.031
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.049,0.074,0.045,0.068,0.055,0.055,0.056,0.043,0.040,0.049
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.150,-0.026,0.082,0.031,0.089,0.021,0.079,0.021,0.073,0.016
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.095,0.029,0.088,0.025,0.082,0.027,0.081,0.019,0.077,0.012
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.084,0.040,0.073,0.040,0.070,0.039,0.091,0.009,0.075,0.015
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag,0.050,0.074,0.076,0.038,0.074,0.035,0.070,0.030,0.064,0.025
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_3,0.067,0.057,0.087,0.026,0.086,0.023,0.088,0.011,0.067,0.022
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_1,0.064,0.060,0.091,0.022,0.089,0.021,0.077,0.022,0.057,0.032
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_5,0.089,0.035,0.098,0.015,0.089,0.020,0.088,0.011,0.061,0.029
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_zero_shot,0.039,0.085,0.056,0.057,0.058,0.051,0.053,0.046,0.048,0.042
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_3,0.112,0.011,0.066,0.047,0.063,0.046,0.053,0.046,0.046,0.043
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_1,0.044,0.079,0.086,0.027,0.075,0.035,0.068,0.031,0.056,0.034
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_5,0.111,0.013,0.061,0.052,0.052,0.058,0.041,0.059,0.035,0.055
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag,0.082,0.042,0.083,0.030,0.081,0.028,0.072,0.027,0.052,0.038
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_3,0.067,0.057,0.072,0.041,0.073,0.037,0.063,0.037,0.056,0.033
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_1,0.078,0.046,0.086,0.027,0.080,0.029,0.082,0.017,0.065,0.024
gpt-4-0125-preview_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_5,0.071,0.053,0.080,0.033,0.077,0.032,0.090,0.010,0.076,0.014
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.020,0.039,0.031,0.028,0.032,0.028,0.054,0.005,0.043,0.006
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.012,0.047,0.039,0.020,0.043,0.016,0.083,-0.024,0.068,-0.019
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.042,0.017,0.040,0.019,0.037,0.023,0.053,0.006,0.041,0.009
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.016,0.043,0.026,0.033,0.038,0.021,0.054,0.005,0.050,-0.000
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.037,0.023,0.083,-0.024,0.071,-0.012,0.074,-0.015,0.059,-0.010
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.015,0.044,0.024,0.035,0.036,0.023,0.054,0.005,0.047,0.002
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.080,-0.020,0.074,-0.015,0.075,-0.016,0.079,-0.020,0.074,-0.025
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.037,0.022,0.053,0.006,0.057,0.002,0.065,-0.006,0.052,-0.003
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.161,-0.102,0.115,-0.056,0.103,-0.044,0.091,-0.032,0.066,-0.017
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.120,-0.061,0.117,-0.058,0.109,-0.050,0.105,-0.046,0.090,-0.041
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.043,0.016,0.051,0.008,0.074,-0.015,0.065,-0.006,0.053,-0.004
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.035,0.024,0.056,0.003,0.059,0.000,0.069,-0.010,0.066,-0.017
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.066,-0.007,0.064,-0.005,0.063,-0.004,0.071,-0.012,0.062,-0.013
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.079,-0.020,0.070,-0.011,0.073,-0.014,0.086,-0.027,0.068,-0.018
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag,0.084,-0.025,0.076,-0.017,0.072,-0.013,0.095,-0.036,0.081,-0.032
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_3,0.109,-0.050,0.111,-0.052,0.110,-0.051,0.110,-0.051,0.099,-0.049
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_1,0.109,-0.050,0.100,-0.041,0.096,-0.037,0.094,-0.035,0.076,-0.027
gpt-4-0125-preview_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_5,0.121,-0.062,0.114,-0.055,0.107,-0.048,0.106,-0.047,0.086,-0.037
